name,internet,reg_internet
"Ambition Mica Ltd",http://www.ambitionmica.com,"www.kfintech.com                                                                                                                                                                                                                                          "
"Modi Rubber Ltd",http://www.modirubberlimited.com,www.masserv.com
"Shyam Century Ferrous Ltd",http://www.shyamcenturyferrous.com,"www.mdpl.in                                                                                                                                                                                                                                               "
"Peninsula Land Ltd",http://www.peninsula.co.in,NULL
"MRF Ltd",http://www.mrftyres.com,www.mrftyres.com
"Mukand Ltd",http://www.mukand.com,"www.kfintech.com                                                                                                                                                                                                                                          "
"Interglobe Aviation Ltd",http://www.goindigo.in,"www.kfintech.com                                                                                                                                                                                                                                          "
"Saptak Chem & Business Ltd",http://www.saptakchem.com,"www.mcsregistrars.com                                                                                                                                                                                                                                     "
"HeidelbergCement India Ltd",http://www.mycemco.com,"www.integratedindia.in                                                                                                                                                                                                                                    "
"Mysore Petro Chemicals Ltd",http://www.mysorepetro.com,"www.bigshareonline.com                                                                                                                                                                                                                                    "
"NCL Industries Ltd",http://www.nclind.com,"www.vccilindia.com                                                                                                                                                                                                                                        "
"Naperol Investments Ltd",http://www.naperol.com,"www.sharexindia.com                                                                                                                                                                                                                                       "
"NELCO Ltd",http://www.nelco.in,www.tsrdarashaw.com
"Mahindra & Mahindra Financial Services Ltd",http://www.mahindrafinance.com,"www.kfintech.com                                                                                                                                                                                                                                          "
"Piramal Enterprises Ltd",http://www.piramal.com,www.linkintime.co.in
"Nirlon Ltd",http://www.nirlonltd.com,www.linkintime.co.in
"NOCIL Ltd",http://www.nocil.com,"www.kfintech.com                                                                                                                                                                                                                                          "
"Zeal Aqua Ltd",http://www.zealaqua.com,"www.bigshareonline.com                                                                                                                                                                                                                                    "
"Orient Ceratech Ltd",http://www.orientabrasives.com,"www.skylinerta.com                                                                                                                                                                                                                                        "
"Orient Paper & Industries Ltd",http://www.orientpaperindia.com,"www.kfintech.com                                                                                                                                                                                                                                          "
"Oriental Hotels Ltd",http://www.orienthot.co.in,"www.integratedindia.in                                                                                                                                                                                                                                    "
"Orissa Sponge Iron & Steel Ltd",http://www.orissasponge.com,www.linkintime.co.in
"Oswal Agro Mills Ltd",http://www.oswalagromills.com,"www.skylinerta.com                                                                                                                                                                                                                                        "
"Panyam Cements & Mineral Industries Ltd",http://www.panyamcements.com,"www.xlsoftech.com                                                                                                                                                                                                                                         "
"Permanent Magnets Ltd",http://www.pmlindia.com,www.adriotcorporate.com
"Pfizer Ltd",http://www.pfizerindia.com,"www.kfintech.com                                                                                                                                                                                                                                          "
"PCBL Ltd",http://www.pcblltd.com,"                                                                                                                                                                                                                                                          "
"Kore Foods Ltd",http://www.korefoods.in,"www.dfssl.com                                                                                                                                                                                                                                             "
"Barbeque-Nation Hospitality Ltd",http://www.barbequenation.com,www.linkintime.co.in
"IZMO Ltd",http://www.izmoltd.com,www.cameoindia.com
"Amal Ltd",http://www.amal.co.in,www.linkintime.co.in
"Polychem Ltd",http://www.polychemltd.com,www.linkintime.co.in
"Kamdhenu Ltd",http://www.kamdhenulimited.com,"www.kfintech.com                                                                                                                                                                                                                                          "
"Prakash Industries Ltd",http://www.prakash.com,"www.prakash.com                                                                                                                                                                                                                                           "
"Surya Roshni Ltd",http://www.surya.co.in,www.masserv.com
"Schaeffler India Ltd",http://www.schaeffler.co.in,www.linkintime.co.in
"Premier Ltd",http://www.premier.co.in,www.linkintime.co.in
"Pressman Advertising Ltd",http://www.pressmanadvertising.com,"www.nichetechpl.com                                                                                                                                                                                                                                       "
"Hawkins Cookers Ltd",http://www.hawkinscookers.com,www.linkintime.co.in
"Camson Seeds Ltd",http://www.comsonseeds.com,www.integratedindia.in
"AMJ Land Holdings Ltd",http://www.amjland.com,"www.kfintech.com                                                                                                                                                                                                                                          "
"Primo Chemicals Ltd",http://www.primochemicals.in,"                                                                                                                                                                                                                                                          "
"Punjab Chemicals & Crop Protection Ltd",http://www.punjabchemicals.com,"www.alankit.com                                                                                                                                                                                                                                           "
"Raasi Refractories Ltd",http://www.raasi.in,www.aarthiconsultants.com
"A B N Intercorp Ltd",http://www.abnint.com,"                                                                                                                                                                                                                                                          "
"Rallis India Ltd",http://www.rallis.co.in,www.tsrdarashaw.com
"Nath Industries Ltd",http://www.nathindustries.com,"www.bigshareonline.com                                                                                                                                                                                                                                    "
"Rane Holdings Ltd",http://www.ranegroup.com,"www.integratedindia.in                                                                                                                                                                                                                                    "
"360 ONE WAM Ltd",http://www.iiflwealth.com,www.linkintime.co.in
"Raymond Ltd",http://www.raymond.in,www.linkintime.co.in
"Reliance Industries Ltd",http://www.ril.com,"www.kfintech.com                                                                                                                                                                                                                                          "
"Semac Consultants Ltd",http://www.revathi.in,"www.skdc-consultants.com                                                                                                                                                                                                                                  "
"Procter & Gamble Hygiene and Health Care Ltd",http://www.in.pg.com,www.linkintime.co.in
"Layla Textile and Traders Ltd",http://www.hprojects.org,www.purvashare.com
"Citadel Realty & Developers Ltd",http://www.citadelrealty.in,"www.bigshareonline.com                                                                                                                                                                                                                                    "
"Rollatainers Ltd",http://www.rollatainers.in,"www.beetalfinancial.com                                                                                                                                                                                                                                   "
"Trimurthi Ltd",http://www.trimurthidrugs.com,"www.vccilindia.com                                                                                                                                                                                                                                        "
"Sadhana Nitro Chem Ltd",http://www.sncl.com,www.linkintime.co.in
"Sagar Soya Products Ltd",http://www.sagarsoyaproducts.com,www.purvashare.com
"Samtel (India) Ltd",http://www.samtelgroup.com,www.mcsdel.com
"Saurashtra Cement Ltd",https://scl.mehtagroup.com,www.linkintime.co.in
"Scindia Steam Navigation Co. Ltd",NULL,"www.sharexindia.com                                                                                                                                                                                                                                       "
"SagarSoft (India) Ltd",http://www.sagarsoft.com,"www.kfintech.com                                                                                                                                                                                                                                          "
"Vedanta Ltd",http://www.vedantalimited.com,"www.kfintech.com                                                                                                                                                                                                                                          "
"Seshasayee Paper & Boards Ltd",http://www.spbltd.com,"www.integratedindia.in                                                                                                                                                                                                                                    "
"Shalimar Paints Ltd",http://www.shalimarpaints.com,"www.mcsregistrars.com                                                                                                                                                                                                                                     "
"Future Retail Ltd",http://www.futureretail.in,www.linkintime.co.in
"Shree Cement Ltd",http://www.shreecement.in,www.linkintime.co.in
"Shree Digvijay Cement Co. Ltd",http://www.digvijaycement.com,www.linkintime.co.in
"Shri Dinesh Mills Ltd",http://www.dineshmills.com,"www.mcsdel.com                                                                                                                                                                                                                                            "
"SRF Ltd",http://www.srf.com,"www.kfintech.com                                                                                                                                                                                                                                          "
"Siemens Ltd",http://www.siemens.co.in,www.tsrdarashaw.com
"Siyaram Silk Mills Ltd",http://www.siyaram.com,www.tsrdarashaw.com
"Somany Ceramics Ltd",http://www.somanyceramics.com,"www.mdpl.in                                                                                                                                                                                                                                               "
"Southern Petrochemicals Industries Corporation Ltd",http://www.spic.in,www.cameoindia.com
"TVS Srichakra Ltd",http://www.tvseurogrip.com,"www.integratedindia.in                                                                                                                                                                                                                                    "
"Standard Batteries Ltd",http://www.standardbatteries.co.in,"www.sharexindia.com                                                                                                                                                                                                                                       "
"Standard Industries Ltd",http://www.standardindustries.co,"www.kfintech.com                                                                                                                                                                                                                                          "
"Stovec Industries Ltd",http://www.stovec.com,"www.linkintime.co.in                                                                                                                                                                                                                                      "
"JK Lakshmi Cement Ltd",http://www.jklakshmicement.com,"www.mcsregistrars.com                                                                                                                                                                                                                                     "
"Naksh Precious Metals Ltd",http://www.vaksonsautomobiles.in,www.cameoindia.com
"Sundaram Brake Linings Ltd",http://www.tvsbrakelinings.com,"www.integratedindia.in                                                                                                                                                                                                                                    "
"TVS Holdings Ltd",http://www.sundaram-clayton.com,"www.sundaramclayton.com                                                                                                                                                                                                                                   "
"Sundram Fasteners Ltd",http://www.sundram.com,"www.integratedindia.in                                                                                                                                                                                                                                    "
"Sundaram Finance Ltd",http://www.sundaramfinance.in,www.cameoindia.com
"Supreme Industries Ltd",http://www.supreme.co.in,"www.bigshareonline.com                                                                                                                                                                                                                                    "
"Swadeshi Polytex Ltd",http://www.splindia.co.in,"                                                                                                                                                                                                                                                          "
"SML ISUZU Ltd",http://www.smlisuzu.com,"www.mcsregistrars.com                                                                                                                                                                                                                                     "
"Nazara Technologies Ltd",http://www.nazara.com,www.linkintime.co.in
"TCI Industries Ltd",http://www.tciil.com,"www.bigshareonline.com                                                                                                                                                                                                                                    "
"Tanfac Industries Ltd",http://www.tanfac.com,"www.integratedindia.in                                                                                                                                                                                                                                    "
"Talbros Automotive Components Ltd",http://www.talbros.com,"www.kfintech.com                                                                                                                                                                                                                                          "
"Tata Chemicals Ltd",http://www.tatachemicals.com,www.tsrdarashaw.com
"Tata Power Company Ltd",http://www.tatapower.com,www.tsrdarashaw.com
"Infomedia Press Ltd",http://www.infomediapress.in,"www.kfintech.com                                                                                                                                                                                                                                          "
"TRF Ltd",http://www.trf.co.in,www.tsrdarashaw.com
"Tata Consumer Products Ltd",http://www.tataconsumer.com,www.tsrdarashaw.com
"Tayo Rolls Ltd",http://www.tayo.co.in,www.tsrdarashaw.com
"Tata Motors Ltd",http://www.tatamotors.com,www.tsrdarashaw.com
"Texmaco Infrastructure & Holdings Ltd",http://www.texinfra.in,"www.kfintech.com                                                                                                                                                                                                                                          "
"Thirumalai Chemicals Ltd",http://www.thirumalaichemicals.com,www.linkintime.co.in
"Thomas Cook (India) Ltd",http://www.thomascook.in,www.tsrdarashaw.com
"Tinplate Company of India Ltd",http://www.tatatinplate.com,www.tsrdarashaw.com
"Tata Steel Ltd",http://www.tatasteel.com,www.tsrdarashaw.com
"TIL Ltd",http://www.tilindia.in,www.cbmsl.com
"Transpek Industry Ltd",http://www.transpek.com,www.linkintime.co.in
"Cholamandalam Financial Holdings Ltd",http://www.cholafhl.com,"www.kfintech.com                                                                                                                                                                                                                                          "
"Tuticorin Alkali Chemicals & Fertilizers Ltd",http://www.tacfert.in,www.cameoindia.com
"Ultramarine & Pigments Ltd",http://www.ultramarinepigments.net,www.cameoindia.com
"Unichem Laboratories Ltd",http://www.unichemlabs.com,www.linkintime.co.in
"Eveready Industries India Ltd",http://www.evereadyindia.com,"www.mdpl.in                                                                                                                                                                                                                                               "
"Universal Cables Ltd",http://www.unistar.co.in,www.linkintime.co.in
"Jubilant Pharmova Ltd",http://www.jubilantpharmova.com,"www.alankit.com                                                                                                                                                                                                                                           "
"Chrome Silicon Ltd",http://www.vbcfal.in,"www.vccilindia.com                                                                                                                                                                                                                                        "
"Swasti Vinayaka Synthetics Ltd",http://www.swastivinayaka.com,"www.bigshareonline.com                                                                                                                                                                                                                                    "
"Voltas Ltd",http://www.voltas.com,www.tsrdarashaw.com
"VST Industries Ltd",http://www.vsthyd.com,"www.kfintech.com                                                                                                                                                                                                                                          "
"W S Industries (India) Ltd",http://www.wsindustries.in,"www.integratedindia.in                                                                                                                                                                                                                                    "
"Walchandnagar Industries Ltd",http://www.walchand.com,www.linkintime.co.in
"AAR Commercial Company Ltd",http://www.aarccl.in,www.nichetechpl.com
"Warren Tea Ltd",http://www.warrentea.com,www.cbmsl.com
"Wendt India Ltd",http://www.wendtindia.com,"www.kfintech.com                                                                                                                                                                                                                                          "
"West Coast Paper Mills Ltd",http://www.westcoastpaper.com,www.linkintime.co.in
"Western Ministil Ltd",http://www.westernministil.com,www.linkintime.co.in
"Wheels India Ltd",http://www.wheelsindia.com,www.cameoindia.com
"Kennametal India Ltd",http://www.kennametal.com,www.integratedindia.in
"Willard India Ltd",NULL,www.masserv.com
"Shriram Properties Ltd",http://www.shriramproperties.com,"www.kfintech.com                                                                                                                                                                                                                                          "
"Strides Pharma Science Ltd",http://www.stridesarco.com,"www.kfintech.com                                                                                                                                                                                                                                          "
"Wipro Ltd",http://www.wipro.com,"www.kfintech.com                                                                                                                                                                                                                                          "
"WPIL Ltd",http://www.wpil.co.in,"www.mcsregistrars.com                                                                                                                                                                                                                                     "
"Hindustan Hardy Ltd",http://www.hhardys.com,www.satellitecorporate.com
"XPRO India Ltd",http://www.xproindia.com,"www.mcsregistrars.com                                                                                                                                                                                                                                     "
"Z F Steering Gear (India) Ltd",http://www.zfindia.com,"www.linkintime.co.in                                                                                                                                                                                                                                      "
"Zenith Steel Pipes & Industries Ltd",http://www.zenithsteelpipes.com,"www.bigshareonline.com                                                                                                                                                                                                                                    "
"Zuari Industries Ltd",http://www.adventz.com,www.linkintime.co.in
"Automotive Axles Ltd",http://www.autoaxle.com,www.integratedindia.in
"Walchand Peoplefirst Ltd",http://www.walchandpeoplefirst.com,"www.computechsharecap.com                         "
"Bombay Oxygen Investments Ltd",http://www.bomoxy.com,www.tsrdarashaw.com
"Skyline Millars Ltd",http://www.skylinemillarsltd.com,www.linkintime.co.in
"Alembic Ltd",http://www.alembiclimited.com,www.linkintime.co.in
"Alkyl Amines Chemicals Ltd",http://www.alkylamines.com,"www.sharexindia.com                                                                                                                                                                                                                                       "
"Amines & Plasticizers Ltd",http://www.amines.com,"www.sharexindia.com                                                                                                                                                                                                                                       "
"Apollo Hospitals Enterprise Ltd",http://www.apollohospitals.com,"www.integratedindia.in                                                                                                                                                                                                                                    "
"Amforge Industries Ltd",http://www.amforgeindia.com,www.purvashare.com
"Automobile Products of India Ltd",http://www.apimumbai.com,www.linkintime.co.in
"Bhagwati Autocast Ltd",http://www.bhagwati.com,"www.mcsregistrars.com                                                                                                                                                                                                                                     "
"Oswal Green Tech Ltd",http://www.oswalgreens.com,"www.skylinerta.com                                                                                                                                                                                                                                        "
"Speciality Restaurants Ltd",http://www.speciality.co.in,www.linkintime.co.in
"Cimmco Ltd",http://www.cimmco.in,"www.kfintech.com                                                                                                                                                                                                                                          "
"Delton Cables Ltd",http://www.deltoncables.com,"www.beetalfinancial.com                                                                                                                                                                                                                                   "
"Dynamatic Technologies Ltd",http://www.dynamatics.com,"www.kfintech.com                                                                                                                                                                                                                                          "
"Empire Industries Ltd",http://www.empiremumbai.com,"www.bigshareonline.com                                                                                                                                                                                                                                    "
"Garware Marine Industries Ltd",WWW.garwaremarine.com,"www.bigshareonline.com                                                                                                                                                                                                                                    "
"Global Offshore Services Ltd",http://www.globaloffshore.in,"www.bigshareonline.com                                                                                                                                                                                                                                    "
"Godfrey Phillips India Ltd",http://www.godfreyphillips.com,www.linkintime.co.in
"Grauer & Weil (India) Ltd",http://www.growel.com,www.linkintime.co.in
"ERIS Lifesciences Ltd",http://www.eris.co.in,www.linkintime.co.in
"HB Leasing & Finance Co Ltd",http://www.hbleasing.com,"                                                                                                                                                                                                                                                          "
"Expleo Solutions Ltd",https://explorgroup.com/expleo-solutions/,www.cameoindia.com
"Indo National Ltd",http://www.nippo.in,www.cameoindia.com
"Nalwa Sons Investments Ltd",http://www.nalwasons.com,www.linkintime.co.in
"JBF Industries Ltd",http://www.jbfindia.com,www.linkintime.co.in
"Informed Technologies India Ltd",http://www.informed-tech.com,www.linkintime.co.in
"Lakshmi Electrical Control Systems Ltd",http://www.lecsindia.com,"www.skdc-consultants.com                                                                                                                                                                                                                                  "
"Lyka Labs Ltd",http://www.lykalabs.com,"www.sharexindia.com                                                                                                                                                                                                                                       "
"Kirloskar Oil Engines Ltd",http://www.kirloskaroilengines.com,"www.linkintime.co.in                                                                                                                                                                                                                                      "
"Mishka Exim Ltd",http://www.mishkaexim.com,"www.bigshareonline.com                                                                                                                                                                                                                                    "
"Growington Ventures India Ltd",http://www.growington.in,NULL
"Majestic Auto Ltd",http://www.majesticauto.in,"                                                                                                                                                                                                                                                          "
"Modern Denim Ltd",http://www.moderndenim.com,www.moderndenim.com
"Muller & Phipps (India) Ltd",http://www.mulphico.co.in,www.linkintime.co.in
"SAB Events & Governance Now Media Ltd",http://www.governancenow.com,"www.sharexindia.com                                                                                                                                                                                                                                       "
"Rudra Global Infra Products Ltd",http://www.rudratmx.com,"www.kfintech.com                                                                                                                                                                                                                                          "
"Nippon India ETF Nifty 50 Shariah BeES",NULL,NULL
"Suncare Traders Ltd",http://www.stcl.in,www.satellitecorporate.com
"NESCO Ltd",http://www.nesco.in,"www.sharexindia.com                                                                                                                                                                                                                                       "
"Bhilwara Technical Textiles Ltd",http://www.bttl.co.in,"www.beetalfinancial.com                                                                                                                                                                                                                                   "
"Marathon Nextgen Realty Ltd",http://www.marathonnextgen.com,www.adriotcorporate.com
"RSWM Ltd",http://www.rswm.in,"www.mcsregistrars.com                                                                                                                                                                                                                                     "
"Rico Auto Industries Ltd",http://www.ricoauto.com,"www.mcsregistrars.com                                                                                                                                                                                                                                     "
"Patanjali Foods Ltd",http://www.patanjalifoods.com,www.sarthakglobal.com
"Duroply Industries Ltd",http://www.duroply.in,"www.mdpl.in                                                                                                                                                                                                                                               "
"Safari Industries (India) Ltd",http://www.safaribags.com,www.adriotcorporate.com
"Simplex Realty Ltd",http://www.simplex-group.com,www.freedomregistry.com
"Amrapali Fincap Ltd",http://www.amrapali.co.in,"www.satellitecorporate.com                                                                                                                                                                                                                                "
"Srivasavi Adhesive Tapes Ltd",http://www.vasavitapes.com,"www.bigshareonline.com                                                                                                                                                                                                                                    "
"V I P Industries Ltd",http://www.vipindustries.co.in,www.linkintime.co.in
"Vindhya Telelinks Ltd",http://www.vtlrewa.com,www.linkintime.co.in
"Welcast Steels Ltd",http://www.welcaststeels.com,"www.bigshareonline.com                                                                                                                                                                                                                                    "
"Hindcon Chemicals Ltd",http://www.hindcon.com,www.linkintime.co.in
"Andrew Yule & Company Ltd",http://www.andrewyule.com,www.mcsdel.com
"Balmer Lawrie & Company Ltd",http://www.balmerlawrie.com,www.karvycomputershare.com
"Dhunseri Ventures Ltd",http://www.aspetindia.com,"www.mdpl.in                                                                                                                                                                                                                                               "
"Adani Energy Solutions Ltd",http://www.adanitransmission.com,"www.linkintime.co.in                                                                                                                                                                                                                                      "
"Raj Television Network Ltd",http://www.rajtvnet.in,www.cameoindia.com
"Kanoria Chemicals & Industries Ltd",http://www.kanoriachem.com,www.cbmsl.com
"Williamson Magor & Company Ltd",http://www.wmtea.com,"www.mdpl.in                                                                                                                                                                                                                                               "
"Williamson Financial Services Ltd",http://www.williamsonfinancial.in,"www.mdpl.in                                                                                                                                                                                                                                               "
"Monotype India Ltd",http://www.monotypeindia.in,www.nichetechpl.com
"Thinkink Picturez Ltd",http://www.thinkinkpicturez.com,"                                                                                                                                                                                                                                                          "
"McNally Bharat Engineering Company Ltd",http://www.mcnallybharat.com,www.mdpl.in
"J K Cements Ltd",http://www.jkcement.com,NULL
"National Standard (India) Ltd",http://www.nsil.net.in,www.cbmsl.com
"Oriental Carbon & Chemicals Ltd",http://www.occlindia.com,www.linkintime.co.in
"Stewarts & Lloyds of India Ltd",http://www.slofindia.com,www.cbmsl.com
"Stone India Ltd",http://www.stoneindia.co.in,www.cbmsl.com
"Triveni Glass Ltd",http://www.triveniglassltd.com,www.cbmsl.com
"Binny Ltd",http://www.binnyltd.in,www.cameoindia.com
"Cochin Malabar Estates & Industries Ltd",http://www.cochinmalabar.in,"www.mdpl.in                                                                                                                                                                                                                                               "
"Peria Karamalai Tea & Produce Company Ltd",http://www.periatea.com,"www.skdc-consultants.com                                                                                                                                                                                                                                  "
"Sakthi Sugars Ltd",http://www.sakthisugars.com,www.linkintime.co.in
"Vaibhav Global Ltd",http://www.vaibhavglobal.com,"www.kfintech.com                                                                                                                                                                                                                                          "
"TTK Healthcare Ltd",http://www.ttkhealthcare.com,www.dsrc.com
"Lumax Industries Ltd",http://www.lumaxindustries.com,"www.kfintech.com                                                                                                                                                                                                                                          "
"BIGBLOC Construction Ltd",http://www.nxtblock.in,www.adriotcorporate.com
"Nippon India ETF Nifty 50 Value 20",NULL,www.karvycomputershare.com
"International Data Management Ltd",http://www.idmlimited.in,"www.skylinerta.com                                                                                                                                                                                                                                        "
"Govind Rubber Ltd",NULL,www.linkintime.co.in
"Gujarat Hotels Ltd",http://www.gujarathotelsltd.in,"www.mcsregistrars.com                                                                                                                                                                                                                                     "
"Varun Shipping Company Ltd",http://www.varunship.com,www.dfssl.com
"Ador Welding Ltd",http://www.adorwelding.com,"www.sharexindia.com                                                                                                                                                                                                                                       "
"Bajaj Steel Industries Ltd",http://www.bajajngp.com,www.adriotcorporate.com
"Oricon Enterprises Ltd",http://www.oriconenterprises.com,"www.bigshareonline.com                                                                                                                                                                                                                                    "
"Mangalam Timber Products Ltd",http://www.mangalamtimber.com,www.cbmsl.com
"Sudarshan Chemical Industries Ltd",http://www.sudarshan.com,"www.linkintime.co.in                                                                                                                                                                                                                                      "
"Windsor Machines Ltd",http://www.windsormachines.com,www.linkintime.co.in
"Uniphos Enterprises Ltd",http://www.uelonline.com,www.linkintime.co.in
"Balasore Alloys Ltd",http://www.balasorealloys.com,"www.mcsregistrars.com                                                                                                                                                                                                                                     "
"B & A Ltd",http://www.barooahs.com,www.mcsdel.com
"Dr Reddys Laboratories Ltd",http://www.drreddys.com,www.bigshareonline.com
"PC Jeweller Ltd",http://www.pcjewellers.com,"www.kfintech.com                                                                                                                                                                                                                                          "
"Khoday India Ltd",http://www.khodayindia.com,www.integratedindia.in
"Acrow India Ltd",http://www.acrowindia.com,www.freedomregistry.com
"Austin Engineering Company Ltd",http://www.aec.com,www.linkintime.co.in
"Disa India Ltd",http://www.disagroup.com,www.integratedindia.in
"BSL Ltd",http://www.bslltd.com,"www.mcsregistrars.com                                                                                                                                                                                                                                     "
"Legacy Mercantile Ltd",http://www.legacymercantile.com,"www.skylinerta.com                                                                                                                                                                                                                                        "
"STEL Holdings Ltd",https://stelholdings.com,www.linkintime.co.in
"Delta Corp Ltd",http://www.deltacorp.in,www.freedomregistry.com
"Rishi Techtex Ltd",http://www.rishitechtex.com,www.adriotcorporate.com
"Rajasthan Petro Synthetics Ltd",http://www.rpsl.co.in,"www.skylinerta.com                                                                                                                                                                                                                                        "
"Regency Ceramics Ltd",http://www.regencytiles.com,"www.vccilindia.com                                                                                                                                                                                                                                        "
